messagecode,meldeklasse,priority,kurztext_2,kurztext_3,kurztext_4
43413,D,ignore,Канал частоты вращения BSG4_AX1  (ось  20) заблокирован,Поступило ДС 43413 Канал частоты вращения BSG4_AX1  (ось  20) заблокирован,Более не активно ДС 43413 Канал частоты вращения BSG4_AX1  (ось  20) заблокирован
43414,D,ignore,Канал частоты вращения BSG4_AX3  (ось  18) заблокирован,Поступило ДС 43414 Канал частоты вращения BSG4_AX3  (ось  18) заблокирован,Более не активно ДС 43414 Канал частоты вращения BSG4_AX3  (ось  18) заблокирован
43415,D,ignore,Канал частоты вращения BSG1_AX4  (ось  4) заблокирован,Поступило ДС 43415 Канал частоты вращения BSG1_AX4  (ось  4) заблокирован,Более не активно ДС 43415 Канал частоты вращения BSG1_AX4  (ось  4) заблокирован
43416,D,ignore,Канал частоты вращения BSG1_AX2  (ось  2) заблокирован,Поступило ДС 43416 Канал частоты вращения BSG1_AX2  (ось  2) заблокирован,Более не активно ДС 43416 Канал частоты вращения BSG1_AX2  (ось  2) заблокирован
43417,D,ignore,Канал частоты вращения BSG2_AX4  (ось  21) заблокирован,Поступило ДС 43417 Канал частоты вращения BSG2_AX4  (ось  21) заблокирован,Более не активно ДС 43417 Канал частоты вращения BSG2_AX4  (ось  21) заблокирован
43418,D,ignore,Канал частоты вращения BSG2_AX2  (ось  23) заблокирован,Поступило ДС 43418 Канал частоты вращения BSG2_AX2  (ось  23) заблокирован,Более не активно ДС 43418 Канал частоты вращения BSG2_AX2  (ось  23) заблокирован
43421,I,yellow,Частота вращения BSG3_AX1  (ось  5) недействительна,Поступило ДС 43421 Частота вращения BSG3_AX1  (ось  5) недействительна,Более не активно ДС 43421 Частота вращения BSG3_AX1  (ось  5) недействительна
43422,I,yellow,Частота вращения BSG3_AX3  (ось  7) недействительна,Поступило ДС 43422 Частота вращения BSG3_AX3  (ось  7) недействительна,Более не активно ДС 43422 Частота вращения BSG3_AX3  (ось  7) недействительна
43423,I,yellow,Частота вращения BSG4_AX1  (ось  20) недействительна,Поступило ДС 43423 Частота вращения BSG4_AX1  (ось  20) недействительна,Более не активно ДС 43423 Частота вращения BSG4_AX1  (ось  20) недействительна
43424,I,yellow,Частота вращения BSG4_AX3  (ось  18) недействительна,Поступило ДС 43424 Частота вращения BSG4_AX3  (ось  18) недействительна,Более не активно ДС 43424 Частота вращения BSG4_AX3  (ось  18) недействительна
43425,I,yellow,Частота вращения BSG1_AX4  (ось  4) недействительна,Поступило ДС 43425 Частота вращения BSG1_AX4  (ось  4) недействительна,Более не активно ДС 43425 Частота вращения BSG1_AX4  (ось  4) недействительна
43426,I,yellow,Частота вращения BSG1_AX2  (ось  2) недействительна,Поступило ДС 43426 Частота вращения BSG1_AX2  (ось  2) недействительна,Более не активно ДС 43426 Частота вращения BSG1_AX2  (ось  2) недействительна
43427,I,yellow,Частота вращения BSG2_AX4  (ось  21) недействительна,Поступило ДС 43427 Частота вращения BSG2_AX4  (ось  21) недействительна,Более не активно ДС 43427 Частота вращения BSG2_AX4  (ось  21) недействительна
43428,I,yellow,Частота вращения BSG2_AX2 (ось  23) недействительна,Поступило ДС 43428 Частота вращения BSG2_AX2 (ось  23) недействительна,Более не активно ДС 43428 Частота вращения BSG2_AX2 (ось  23) недействительна
43960,M,yellow,БЛОК: торможение от ЭПК,Поступило ДС 43960 БЛОК: торможение от ЭПК,Более не активно ДС 43960 БЛОК: торможение от ЭПК
43961,M,yellow,БЛОК: Автостоп от КОН,Поступило ДС 43961 БЛОК: Автостоп от КОН,Более не активно ДС 43961 БЛОК: Автостоп от КОН
43962,M,yellow,БЛОК: торможение от КУПОЛ,Поступило ДС 43962 БЛОК: торможение от КУПОЛ,Более не активно ДС 43962 БЛОК: торможение от КУПОЛ
44000,A,red,БЛОК: компл. БЛОК не активен,Поступило ДС 44000 БЛОК: компл. БЛОК не активен,Более не активно ДС 44000 БЛОК: компл. БЛОК не активен
44001,M,yellow,БЛОК: Разрешение на КРАСНЫЙ,Поступило ДС 44001 БЛОК: Разрешение на КРАСНЫЙ,Более не активно ДС 44001 БЛОК: Разрешение на КРАСНЫЙ
44002,C,green,БЛОК: Неисправность КР (СН),Поступило ДС 44002 БЛОК: Неисправность КР (СН),Более не активно ДС 44002 БЛОК: Неисправность КР (СН)
44003,D,ignore,Резерв,Поступило ДС 44003 Резерв,Более не активно ДС 44003 Резерв
44004,A,red,БЛОК: неисправность ДПС,Поступило ДС 44004 БЛОК: неисправность ДПС,Более не активно ДС 44004 БЛОК: неисправность ДПС
44005,B,yellow,БЛОК: Неисправность одного ДПС,Поступило ДС 44005 БЛОК: Неисправность одного ДПС,Более не активно ДС 44005 БЛОК: Неисправность одного ДПС
