messagecode,meldeklasse,priority,kurztext_2,kurztext_3,kurztext_4
41300,M,yellow,Пож.сиг.: +3 шунт.перекл.,В кабине +300 шунтирующий переключатель пожарной сигнализации в положение ОТКЛ,В кабине +300 шунтирующий переключатель пожарной сигнализации в положение вкл
41302,M,yellow,Пожар:  +3 вагон,Поступило ДС 41302 Пожар:  +3 вагон,Более не активно ДС 41302 Пожар:  +3 вагон
41304,M,yellow,Пож.сиг.: +3 контейнер ПСН,Поступило ДС 41304 Пож.сиг.: +3 контейнер ПСН,Более не активно ДС 41304 Пож.сиг.: +3 контейнер ПСН
41305,C,green,Пож.сиг.: +3 АЗВ,Поступило ДС 41305 Пож.сиг.: +3 АЗВ,Более не активно ДС 41305 Пож.сиг.: +3 АЗВ
41306,M,yellow,Пож.сиг.: +3 контейнер 380В,Поступило ДС 41306 Пож.сиг.: +3 контейнер 380В,Более не активно ДС 41306 Пож.сиг.: +3 контейнер 380В
41309,M,yellow,Пож.сиг.: +3 потолок 1,Поступило ДС 41309 Пож.сиг.: +3 потолок 1,Более не активно ДС 41309 Пож.сиг.: +3 потолок 1
41310,M,yellow,Пож.сиг.: +3 потолок 2,Поступило ДС 41310 Пож.сиг.: +3 потолок 2,Более не активно ДС 41310 Пож.сиг.: +3 потолок 2
41311,M,yellow,Пож.сиг.: +3 потолок 3,Поступило ДС 41311 Пож.сиг.: +3 потолок 3,Более не активно ДС 41311 Пож.сиг.: +3 потолок 3
41312,M,yellow,Пож.сиг.: +3 потолок 4,Поступило ДС 41312 Пож.сиг.: +3 потолок 4,Более не активно ДС 41312 Пож.сиг.: +3 потолок 4
41314,M,yellow,Пож.сиг.: +3 пассажир. салон,Поступило ДС 41314 Пож.сиг.: +3 пассажир. салон,Более не активно ДС 41314 Пож.сиг.: +3 пассажир. салон
41315,M,yellow,Пож.сиг.: +3 контейнер ГВ/БВ,Поступило ДС 41315 Пож.сиг.: +3 контейнер ГВ/БВ,Более не активно ДС 41315 Пож.сиг.: +3 контейнер ГВ/БВ
41316,M,yellow,Проникновение в поезд +3,Поступило ДС 41316 Проникновение в поезд +3,Более не активно ДС 41316 Проникновение в поезд +3
41317,B,yellow,Пож.сиг.:  +3 невозможен шунт.,Поступило ДС 41317 Пож.сиг.:  +3 невозможен шунт.,Более не активно ДС 41317 Пож.сиг.:  +3 невозможен шунт.
41318,B,yellow,Пож.сиг.: +3 неисправен шунт.,Поступило ДС 41318 Пож.сиг.: +3 неисправен шунт.,Более не активно ДС 41318 Пож.сиг.: +3 неисправен шунт.
41400,M,yellow,Пож.сиг.: +4 шунт.перекл.,В кабине +400 шунтирующий переключатель пожарной сигнализации в положение ОТКЛ,В кабине +400 шунтирующий переключатель пожарной сигнализации в положение вкл
41402,M,yellow,Пожар:  +4 вагон,Поступило ДС 41402 Пожар:  +4 вагон,Более не активно ДС 41402 Пожар:  +4 вагон
41404,M,yellow,Пож.сиг.: +4 контейнер ПСН,Поступило ДС 41404 Пож.сиг.: +4 контейнер ПСН,Более не активно ДС 41404 Пож.сиг.: +4 контейнер ПСН
41405,C,green,Пож.сиг.: +4 АЗВ,Поступило ДС 41405 Пож.сиг.: +4 АЗВ,Более не активно ДС 41405 Пож.сиг.: +4 АЗВ
41406,M,yellow,Пож.сиг.: +4 контейнер 380В,Поступило ДС 41406 Пож.сиг.: +4 контейнер 380В,Более не активно ДС 41406 Пож.сиг.: +4 контейнер 380В
41409,M,yellow,Пож.сиг.: +4 потолок 1,Поступило ДС 41409 Пож.сиг.: +4 потолок 1,Более не активно ДС 41409 Пож.сиг.: +4 потолок 1
41410,M,yellow,Пож.сиг.: +4 потолок 2,Поступило ДС 41410 Пож.сиг.: +4 потолок 2,Более не активно ДС 41410 Пож.сиг.: +4 потолок 2
41411,M,yellow,Пож.сиг.: +4 потолок 3,Поступило ДС 41411 Пож.сиг.: +4 потолок 3,Более не активно ДС 41411 Пож.сиг.: +4 потолок 3
41412,M,yellow,Пож.сиг.: +4 потолок 4,Поступило ДС 41412 Пож.сиг.: +4 потолок 4,Более не активно ДС 41412 Пож.сиг.: +4 потолок 4
41414,M,yellow,Пож.сиг.: +4 пассажир. салон,Поступило ДС 41414 Пож.сиг.: +4 пассажир. салон,Более не активно ДС 41414 Пож.сиг.: +4 пассажир. салон
41415,M,yellow,Пож.сиг.: +4 контейнер ГВ/БВ,Поступило ДС 41415 Пож.сиг.: +4 контейнер ГВ/БВ,Более не активно ДС 41415 Пож.сиг.: +4 контейнер ГВ/БВ
41416,M,yellow,Проникновение в поезд +4,Поступило ДС 41416 Проникновение в поезд +4,Более не активно ДС 41416 Проникновение в поезд +4
41417,B,yellow,Пож.сиг.:  +4 невозможен шунт.,Поступило ДС 41417 Пож.сиг.:  +4 невозможен шунт.,Более не активно ДС 41417 Пож.сиг.:  +4 невозможен шунт.
41418,B,yellow,Пож.сиг.: +4 неисправен шунт.,Поступило ДС 41418 Пож.сиг.: +4 неисправен шунт.,Более не активно ДС 41418 Пож.сиг.: +4 неисправен шунт.
41500,M,yellow,Пож.сиг.: +5 шунт.перекл.,В кабине +500 шунтирующий переключатель пожарной сигнализации в положение ОТКЛ,В кабине +500 шунтирующий переключатель пожарной сигнализации в положение вкл
41502,M,yellow,Пожар:  +5 вагон,Поступило ДС 41502 Пожар:  +5 вагон,Более не активно ДС 41502 Пожар:  +5 вагон
41505,C,green,Пож.сиг.: +5 АЗВ,Поступило ДС 41505 Пож.сиг.: +5 АЗВ,Более не активно ДС 41505 Пож.сиг.: +5 АЗВ
41509,M,yellow,Пож.сиг.: +5 потолок 1,Поступило ДС 41509 Пож.сиг.: +5 потолок 1,Более не активно ДС 41509 Пож.сиг.: +5 потолок 1
41510,M,yellow,Пож.сиг.: +5 потолок 2,Поступило ДС 41510 Пож.сиг.: +5 потолок 2,Более не активно ДС 41510 Пож.сиг.: +5 потолок 2
41511,M,yellow,Пож.сиг.: +5 потолок 3,Поступило ДС 41511 Пож.сиг.: +5 потолок 3,Более не активно ДС 41511 Пож.сиг.: +5 потолок 3
41514,M,yellow,Пож.сиг.: +5 пассажир. салон,Поступило ДС 41514 Пож.сиг.: +5 пассажир. салон,Более не активно ДС 41514 Пож.сиг.: +5 пассажир. салон
41516,M,yellow,Проникновение в поезд +5,Поступило ДС 41516 Проникновение в поезд +5,Более не активно ДС 41516 Проникновение в поезд +5
41517,B,yellow,Пож.сиг.:  +5 невозможен шунт.,Поступило ДС 41517 Пож.сиг.:  +5 невозможен шунт.,Более не активно ДС 41517 Пож.сиг.:  +5 невозможен шунт.
41518,B,yellow,Пож.сиг.: +5 неисправен шунт.,Поступило ДС 41518 Пож.сиг.: +5 неисправен шунт.,Более не активно ДС 41518 Пож.сиг.: +5 неисправен шунт.
41600,M,yellow,Пож.сиг.: +6 шунт.перекл.,В кабине +600 шунтирующий переключатель пожарной сигнализации в положение ОТКЛ,В кабине +600 шунтирующий переключатель пожарной сигнализации в положение вкл
41602,M,yellow,Пожар:  +6 вагон,Поступило ДС 41602 Пожар:  +6 вагон,Более не активно ДС 41602 Пожар:  +6 вагон
41604,M,yellow,Пож.сиг.: +6 контейнер ПСН,Поступило ДС 41604 Пож.сиг.: +6 контейнер ПСН,Более не активно ДС 41604 Пож.сиг.: +6 контейнер ПСН
41605,C,green,Пож.сиг.: +6 АЗВ,Поступило ДС 41605 Пож.сиг.: +6 АЗВ,Более не активно ДС 41605 Пож.сиг.: +6 АЗВ
41609,M,yellow,Пож.сиг.: +6 потолок 4,Поступило ДС 41609 Пож.сиг.: +6 потолок 4,Более не активно ДС 41609 Пож.сиг.: +6 потолок 4
41610,M,yellow,Пож.сиг.: +6 потолок 2,Поступило ДС 41610 Пож.сиг.: +6 потолок 2,Более не активно ДС 41610 Пож.сиг.: +6 потолок 2
41611,M,yellow,Пож.сиг.: +6 потолок 3,Поступило ДС 41611 Пож.сиг.: +6 потолок 3,Более не активно ДС 41611 Пож.сиг.: +6 потолок 3
41614,M,yellow,Пож.сиг.: +6 пассажир. салон,Поступило ДС 41614 Пож.сиг.: +6 пассажир. салон,Более не активно ДС 41614 Пож.сиг.: +6 пассажир. салон
41616,M,yellow,Проникновение в поезд +6,Поступило ДС 41616 Проникновение в поезд +6,Более не активно ДС 41616 Проникновение в поезд +6
41617,B,yellow,Пож.сиг.:  +6 невозможен шунт.,Поступило ДС 41617 Пож.сиг.:  +6 невозможен шунт.,Более не активно ДС 41617 Пож.сиг.:  +6 невозможен шунт.
41618,B,yellow,Пож.сиг.: +6 неисправен шунт.,Поступило ДС 41618 Пож.сиг.: +6 неисправен шунт.,Более не активно ДС 41618 Пож.сиг.: +6 неисправен шунт.
42100,A,red,ЧМИ1: +1 ошибка связи,Поступило ДС 42100 ЧМИ1: +1 ошибка связи,Более не активно ДС 42100 ЧМИ1: +1 ошибка связи
42101,C,green,ЧМИ1: +1 АЗВ,Поступило ДС 42101 ЧМИ1: +1 АЗВ,Более не активно ДС 42101 ЧМИ1: +1 АЗВ
42110,C,green,ЧМИ1: +1 перегрев,Поступило ДС 42110 ЧМИ1: +1 перегрев,Более не активно ДС 42110 ЧМИ1: +1 перегрев
42111,D,ignore,+1 ЧМИ1: Произошло жесткое отключение,Поступило ДС 42111 +1 ЧМИ1: Произошло жесткое отключение,Более не активно ДС 42111 +1 ЧМИ1: Произошло жесткое отключение
42112,D,ignore,+1 ЧМИ1: ошибка в файловой системе FAT,Поступило ДС 42112 +1 ЧМИ1: ошибка в файловой системе FAT,Более не активно ДС 42112 +1 ЧМИ1: ошибка в файловой системе FAT
42113,D,ignore,+1 ЧМИ1 отключил историю событий файла,Поступило ДС 42113 +1 ЧМИ1 отключил историю событий файла,Более не активно ДС 42113 +1 ЧМИ1 отключил историю событий файла
42114,A,red,ЧМИ1: +1 ошибка связи,Поступило ДС 42114 ЧМИ1: +1 ошибка связи,Более не активно ДС 42114 ЧМИ1: +1 ошибка связи
42115,I,yellow,ЧМИ1: +1 ограничение функций,Поступило ДС 42115 ЧМИ1: +1 ограничение функций,Более не активно ДС 42115 ЧМИ1: +1 ограничение функций
42200,A,red,ЧМИ2: +1 ошибка связи,Поступило ДС 42200 ЧМИ2: +1 ошибка связи,Более не активно ДС 42200 ЧМИ2: +1 ошибка связи
42201,C,green,ЧМИ2: +1 АЗВ,Поступило ДС 42201 ЧМИ2: +1 АЗВ,Более не активно ДС 42201 ЧМИ2: +1 АЗВ
42210,C,green,ЧМИ2: +1 перегрев,Поступило ДС 42210 ЧМИ2: +1 перегрев,Более не активно ДС 42210 ЧМИ2: +1 перегрев
42211,D,ignore,+1 ЧМИ2: Произошло жесткое отключение,Поступило ДС 42211 +1 ЧМИ2: Произошло жесткое отключение,Более не активно ДС 42211 +1 ЧМИ2: Произошло жесткое отключение
42212,D,ignore,+1 ЧМИ2: ошибка в файловой системе FAT,Поступило ДС 42212 +1 ЧМИ2: ошибка в файловой системе FAT,Более не активно ДС 42212 +1 ЧМИ2: ошибка в файловой системе FAT
42213,D,ignore,+1 ЧМИ2 отключил историю событий файла,Поступило ДС 42213 +1 ЧМИ2 отключил историю событий файла,Более не активно ДС 42213 +1 ЧМИ2 отключил историю событий файла
42214,A,red,ЧМИ2: +1 ошибка связи,Поступило ДС 42214 ЧМИ2: +1 ошибка связи,Более не активно ДС 42214 ЧМИ2: +1 ошибка связи
42215,I,yellow,ЧМИ2: +1 ограничение функций,Поступило ДС 42215 ЧМИ2: +1 ограничение функций,Более не активно ДС 42215 ЧМИ2: +1 ограничение функций
42300,A,red,ЧМИ1: +2 ошибка связи,Поступило ДС 42300 ЧМИ1: +2 ошибка связи,Более не активно ДС 42300 ЧМИ1: +2 ошибка связи
42301,C,green,ЧМИ1: +2 АЗВ,Поступило ДС 42301 ЧМИ1: +2 АЗВ,Более не активно ДС 42301 ЧМИ1: +2 АЗВ
42310,C,green,ЧМИ1: +2 перегрев,Поступило ДС 42310 ЧМИ1: +2 перегрев,Более не активно ДС 42310 ЧМИ1: +2 перегрев
42311,D,ignore,+2 ЧМИ1: Произошло жесткое отключение,Поступило ДС 42311 +2 ЧМИ1: Произошло жесткое отключение,Более не активно ДС 42311 +2 ЧМИ1: Произошло жесткое отключение
42312,D,ignore,+2 ЧМИ1: ошибка в файловой системе FAT,Поступило ДС 42312 +2 ЧМИ1: ошибка в файловой системе FAT,Более не активно ДС 42312 +2 ЧМИ1: ошибка в файловой системе FAT
42313,D,ignore,+2 ЧМИ1 отключил историю событий файла,Поступило ДС 42313 +2 ЧМИ1 отключил историю событий файла,Более не активно ДС 42313 +2 ЧМИ1 отключил историю событий файла
42314,A,red,ЧМИ1: +2 ошибка связи,Поступило ДС 42314 ЧМИ1: +2 ошибка связи,Более не активно ДС 42314 ЧМИ1: +2 ошибка связи
42315,I,yellow,ЧМИ1: +2 ограничение функций,Поступило ДС 42315 ЧМИ1: +2 ограничение функций,Более не активно ДС 42315 ЧМИ1: +2 ограничение функций
42400,A,red,ЧМИ2: +2 ошибка связи,Поступило ДС 42400 ЧМИ2: +2 ошибка связи,Более не активно ДС 42400 ЧМИ2: +2 ошибка связи
42401,C,green,ЧМИ2: +2 АЗВ,Поступило ДС 42401 ЧМИ2: +2 АЗВ,Более не активно ДС 42401 ЧМИ2: +2 АЗВ
42410,C,green,ЧМИ1: +2 перегрев,Поступило ДС 42410 ЧМИ1: +2 перегрев,Более не активно ДС 42410 ЧМИ1: +2 перегрев
42411,D,ignore,+2 ЧМИ2: Произошло жесткое отключение,Поступило ДС 42411 +2 ЧМИ2: Произошло жесткое отключение,Более не активно ДС 42411 +2 ЧМИ2: Произошло жесткое отключение
42412,D,ignore,+2 ЧМИ2: ошибка в файловой системе FAT,Поступило ДС 42412 +2 ЧМИ2: ошибка в файловой системе FAT,Более не активно ДС 42412 +2 ЧМИ2: ошибка в файловой системе FAT
42413,D,ignore,+2 ЧМИ2 отключил историю событий файла,Поступило ДС 42413 +2 ЧМИ2 отключил историю событий файла,Более не активно ДС 42413 +2 ЧМИ2 отключил историю событий файла
42414,A,red,ЧМИ2: +2 ошибка связи,Поступило ДС 42414 ЧМИ2: +2 ошибка связи,Более не активно ДС 42414 ЧМИ2: +2 ошибка связи
42415,I,yellow,ЧМИ2: +2 ограничение функций,Поступило ДС 42415 ЧМИ2: +2 ограничение функций,Более не активно ДС 42415 ЧМИ2: +2 ограничение функций
43211,M,yellow,Экстренное торможение,В кабине +100 активирована аварийная ударная кнопка,В кабине +100 восстановлена аварийная ударная кнопка
43212,M,yellow,Экстренное торможение,В кабине +100 активировано ЭТ от КТТ,В кабине +100 восстановлено положение КТТ
43213,M,yellow,Экстренное торможение,Поступило ДС 43213 Экстренное торможение,Более не активно ДС 43213 Экстренное торможение
43215,M,yellow,Экстренное торможение,Поступило ДС 43215 Экстренное торможение от БЛОК,Более не активно ДС 43215 Экстренное торможение от БЛОК
43216,D,ignore,ПЭТ: +1 неисправность,Поступило ДС 43216 ПЭТ: +1 неисправность,Более не активно ДС 43216 ПЭТ: +1 неисправность
43218,C,green,Экстренное торможение,Поступило ДС 43218 Экстренное торможение,Более не активно ДС 43218 Экстренное торможение
43219,M,yellow,ПЭТ: +1 Вкл.,В кабине +100 включено шунтирование ПЭТ,В кабине +100 отключено шунтирование ПЭТ
43221,M,yellow,Экстренное торможение,В кабине +200 активирована аварийная ударная кнопка,В кабине +200 восстановлена аварийная ударная кнопка
43222,M,yellow,Экстренное торможение,В кабине +200 активировано ЭТ от КТТ,В кабине +200 восстановлено положение КТТ
43223,M,yellow,Экстренное торможение,Поступило ДС 43223 Экстренное торможение,Более не активно ДС 43223 Экстренное торможение
43226,D,ignore,ПЭТ: +1 неисправность,Поступило ДС 43226 ПЭТ: +1 неисправность,Более не активно ДС 43226 ПЭТ: +1 неисправность
43228,C,green,Экстренное торможение,Поступило ДС 43228 Экстренное торможение,Более не активно ДС 43228 Экстренное торможение
43229,M,yellow,ПЭТ: +2 Вкл.,В кабине +200 включено шунтирование ПЭТ,В кабине +200 отключено шунтирование ПЭТ
43231,M,yellow,Экстренное торможение,Поступило ДС 43231 Экстренное торможение от БУТ одного из вагонов,Более не активно ДС 43231 Экстренное торможение от БУТ одного из вагонов
43232,M,yellow,Экстренное торможение,Поступило ДС 43232 Экстренное торможение от БУТ одного из вагонов,Более не активно ДС 43232 Экстренное торможение от БУТ одного из вагонов
43239,M,yellow,Экстренное торможение,Поступило ДС 43239 Экстренное торможение - падение давления в ТМ,Более не активно ДС 43239 Экстренное торможение - падение давления в ТМ
43241,B,yellow,Авар. кнопка  неисправность,Поступило ДС 43241 Авар. кнопка  неисправность,Более не активно ДС 43241 Авар. кнопка  неисправность
43242,B,yellow,Контроллер тяги/ торм.  неисправность,Поступило ДС 43242 Контроллер тяги/ торм.  неисправность,Более не активно ДС 43242 Контроллер тяги/ торм.  неисправность
43243,B,yellow,Экстренное торм. неиспр.,Поступило ДС 43243 Экстренное торм. неиспр.,Более не активно ДС 43243 Экстренное торм. неиспр.
43244,B,yellow,Экстренное торм. неиспр. БЛОК,Поступило ДС 43244 Экстренное торм. неиспр. БЛОК,Более не активно ДС 43244 Экстренное торм. неиспр. БЛОК
43245,B,yellow,Экстренное торм. неиспр.,Поступило ДС 43245 Экстренное торм. неиспр.,Более не активно ДС 43245 Экстренное торм. неиспр.
43246,B,yellow,Экстренное торм. неиспр.,Поступило ДС 43246 Экстренное торм. неиспр.,Более не активно ДС 43246 Экстренное торм. неиспр.
43247,B,yellow,Экстренное торм. неиспр.,Поступило ДС 43247 Экстренное торм. неиспр.,Более не активно ДС 43247 Экстренное торм. неиспр.
43248,B,yellow,Экстренное торм. неиспр.,Поступило ДС 43248 Экстренное торм. неиспр.,Более не активно ДС 43248 Экстренное торм. неиспр.
43249,B,yellow,Резерв,Поступило ДС 43249 Резерв,Более не активно ДС 43249 Резерв
43251,B,yellow,Экстренное торм. неиспр.,Поступило ДС 43251 Экстренное торм. неиспр.,Более не активно ДС 43251 Экстренное торм. неиспр.
43252,D,ignore,Статус ПЭТi и ПЭТd непоследовательный,Поступило ДС 43252 Статус ПЭТi и ПЭТd непоследовательный,Более не активно ДС 43252 Статус ПЭТi и ПЭТd непоследовательный
43253,D,ignore,Статусы обратных сообщений ПЭТd в поезде различны,Поступило ДС 43253 Статусы обратных сообщений ПЭТd в поезде различны,Более не активно ДС 43253 Статусы обратных сообщений ПЭТd в поезде различны
43254,D,ignore,Статусы обратных сообщений ПЭТi в поезде различны,Поступило ДС 43254 Статусы обратных сообщений ПЭТi в поезде различны,Более не активно ДС 43254 Статусы обратных сообщений ПЭТi в поезде различны
43255,B,yellow,Экстренное торможение,Поступило ДС 43255 Экстренное торможение,Более не активно ДС 43255 Экстренное торможение
43261,C,green,Экстренное торможение,Поступило ДС 43261 Экстренное торможение,Более не активно ДС 43261 Экстренное торможение
43262,C,green,Экстренное торможение,Поступило ДС 43262 Экстренное торможение,Более не активно ДС 43262 Экстренное торможение
43281,B,yellow,Экстренное торможение,Поступило ДС 43281 Экстренное торможение,Более не активно ДС 43281 Экстренное торможение
43282,B,yellow,Экстренное торможение,Поступило ДС 43282 Экстренное торможение,Более не активно ДС 43282 Экстренное торможение
43283,B,yellow,Экстренное торможение,Поступило ДС 43283 Экстренное торможение,Более не активно ДС 43283 Экстренное торможение
43284,B,yellow,Экстренное торможение,Поступило ДС 43284 Экстренное торможение,Более не активно ДС 43284 Экстренное торможение
43307,M,yellow,Экстренное торможение,Поступило ДС 43307 Экстренное торможение из-за стоп-крана,Более не активно ДС 43307 Экстренное торможение из-за стоп-крана
43308,B,yellow,Стоп- кран: неисправность,Поступило ДС 43308 Стоп- кран: неисправность,Более не активно ДС 43308 Стоп- кран: неисправность
43311,M,yellow,Стоп- кран: дверь 1 Л +100,Поступило ДС 43311 Стоп- кран: дверь 1 Л +100,Более не активно ДС 43311 Стоп- кран: дверь 1 Л +100
43312,M,yellow,Стоп- кран: дверь 1 П +100,Поступило ДС 43312 Стоп- кран: дверь 1 П +100,Более не активно ДС 43312 Стоп- кран: дверь 1 П +100
43313,M,yellow,Стоп- кран: дверь 2 Л +100,Поступило ДС 43313 Стоп- кран: дверь 2 Л +100,Более не активно ДС 43313 Стоп- кран: дверь 2 Л +100
43314,M,yellow,Стоп- кран: дверь 2 П +100,Поступило ДС 43314 Стоп- кран: дверь 2 П +100,Более не активно ДС 43314 Стоп- кран: дверь 2 П +100
43317,B,yellow,Шунт. кнопка  стоп-крана неиспр.,Поступило ДС 43317 Шунт. кнопка  стоп-крана неиспр.,Более не активно ДС 43317 Шунт. кнопка  стоп-крана неиспр.
43318,B,yellow,Шунт. перекл. стоп-крана неиспр.,Поступило ДС 43318 Шунт. перекл. стоп-крана неиспр.,Более не активно ДС 43318 Шунт. перекл. стоп-крана неиспр.
43319,M,yellow,Шунт. перекл. стоп-крана активен,В кабине +100 включено шунтирование стоп-крана,В кабине +100 отключено шунтирование стоп-крана
43321,M,yellow,Стоп- кран: дверь 1 Л +200,Поступило ДС 43321 Стоп- кран: дверь 1 Л +200,Более не активно ДС 43321 Стоп- кран: дверь 1 Л +200
43322,M,yellow,Стоп- кран: дверь 1 П +200,Поступило ДС 43322 Стоп- кран: дверь 1 П +200,Более не активно ДС 43322 Стоп- кран: дверь 1 П +200
43323,M,yellow,Стоп- кран: дверь 2 Л +200,Поступило ДС 43323 Стоп- кран: дверь 2 Л +200,Более не активно ДС 43323 Стоп- кран: дверь 2 Л +200
43324,M,yellow,Стоп- кран: дверь 2 П +200,Поступило ДС 43324 Стоп- кран: дверь 2 П +200,Более не активно ДС 43324 Стоп- кран: дверь 2 П +200
43327,B,yellow,Шунт. кнопка  стоп- кран неиспр.,Поступило ДС 43327 Шунт. кнопка  стоп- кран неиспр.,Более не активно ДС 43327 Шунт. кнопка  стоп- кран неиспр.
43328,B,yellow,Шунт. перекл. стоп-крана неиспр.,Поступило ДС 43328 Шунт. перекл. стоп-крана неиспр.,Более не активно ДС 43328 Шунт. перекл. стоп-крана неиспр.
43329,M,yellow,Шунт. перекл. стоп-крана активен,В кабине +200 включено шунтирование стоп-крана,В кабине +200 отключено шунтирование стоп-крана
43331,M,yellow,Стоп- кран: дверь 1 Л +300,Поступило ДС 43331 Стоп- кран: дверь 1 Л +300,Более не активно ДС 43331 Стоп- кран: дверь 1 Л +300
43332,M,yellow,Стоп- кран: дверь 1 П +300,Поступило ДС 43332 Стоп- кран: дверь 1 П +300,Более не активно ДС 43332 Стоп- кран: дверь 1 П +300
43333,M,yellow,Стоп- кран: дверь 2 Л +300,Поступило ДС 43333 Стоп- кран: дверь 2 Л +300,Более не активно ДС 43333 Стоп- кран: дверь 2 Л +300
43334,M,yellow,Стоп- кран: дверь 2R +300,Поступило ДС 43334 Стоп- кран: дверь 2R +300,Более не активно ДС 43334 Стоп- кран: дверь 2R +300
43341,M,yellow,Стоп- кран: дверь 1 Л +400,Поступило ДС 43341 Стоп- кран: дверь 1 Л +400,Более не активно ДС 43341 Стоп- кран: дверь 1 Л +400
43342,M,yellow,Стоп- кран: дверь 1 П +400,Поступило ДС 43342 Стоп- кран: дверь 1 П +400,Более не активно ДС 43342 Стоп- кран: дверь 1 П +400
43343,M,yellow,Стоп- кран: дверь 2 Л +400,Поступило ДС 43343 Стоп- кран: дверь 2 Л +400,Более не активно ДС 43343 Стоп- кран: дверь 2 Л +400
43344,M,yellow,Стоп- кран: дверь 2R +400,Поступило ДС 43344 Стоп- кран: дверь 2R +400,Более не активно ДС 43344 Стоп- кран: дверь 2R +400
43350,B,yellow,Испытание ПСК:  Установлено внешнее напряжение на петле ПСК,Поступило ДС 43350 Испытание ПСК:  Установлено внешнее напряжение на петле ПСК,Более не активно ДС 43350 Испытание ПСК:  Установлено внешнее напряжение на петле ПСК
43351,M,yellow,Стоп- кран: дверь 1 Л +500,Поступило ДС 43351 Стоп- кран: дверь 1 Л +500,Более не активно ДС 43351 Стоп- кран: дверь 1 Л +500
43352,M,yellow,Стоп- кран: дверь 1 П +500,Поступило ДС 43352 Стоп- кран: дверь 1 П +500,Более не активно ДС 43352 Стоп- кран: дверь 1 П +500
43353,M,yellow,Стоп- кран: дверь 2 Л +500,Поступило ДС 43353 Стоп- кран: дверь 2 Л +500,Более не активно ДС 43353 Стоп- кран: дверь 2 Л +500
43354,M,yellow,Стоп- кран: дверь 2 П +500,Поступило ДС 43354 Стоп- кран: дверь 2 П +500,Более не активно ДС 43354 Стоп- кран: дверь 2 П +500
43361,M,yellow,Стоп- кран: дверь 1 Л +600,Поступило ДС 43361 Стоп- кран: дверь 1 Л +600,Более не активно ДС 43361 Стоп- кран: дверь 1 Л +600
43362,M,yellow,Стоп- кран: дверь 1 П +600,Поступило ДС 43362 Стоп- кран: дверь 1 П +600,Более не активно ДС 43362 Стоп- кран: дверь 1 П +600
43363,M,yellow,Стоп- кран: дверь 2 Л +600,Поступило ДС 43363 Стоп- кран: дверь 2 Л +600,Более не активно ДС 43363 Стоп- кран: дверь 2 Л +600
43364,M,yellow,Стоп- кран: дверь 2 П +600,Поступило ДС 43364 Стоп- кран: дверь 2 П +600,Более не активно ДС 43364 Стоп- кран: дверь 2 П +600
43391,B,yellow,Экстренное торможение,Поступило ДС 43391 Экстренное торможение,Более не активно ДС 43391 Экстренное торможение
43392,M,yellow,Шунтирование ЭТ,Нажата кнопка Шунтирование экстренного торможения,
43400,A,red,Датчик скорости неиспр.,Поступило ДС 43400 Датчик скорости неиспр.,Более не активно ДС 43400 Датчик скорости неиспр.
43401,D,ignore,Эталонный датчик неисправен,Поступило ДС 43401 Эталонный датчик неисправен,Более не активно ДС 43401 Эталонный датчик неисправен
43402,D,ignore,"Опорный диаметр недействителен, необходим повторный ввод","Поступило ДС 43402 Опорный диаметр недействителен, необходим повторный ввод","Более не активно ДС 43402 Опорный диаметр недействителен, необходим повторный ввод"
43403,D,ignore,Недопустимые значения диаметров колеса при компенсации,Поступило ДС 43403 Недопустимые значения диаметров колеса при компенсации,Более не активно ДС 43403 Недопустимые значения диаметров колеса при компенсации
43404,D,ignore,"В распоряжении нет значений диаметров колеса, используются замещающие значения","Поступило ДС 43404 В распоряжении нет значений диаметров колеса, используются замещающие значения","Более не активно ДС 43404 В распоряжении нет значений диаметров колеса, используются замещающие значения"
43405,M,yellow,Эталон вращения,Поступило ДС 43405 Эталон вращения,Более не активно ДС 43405 Эталон вращения
43406,I,yellow,Очень затяжной юз,Поступило ДС 43406 Очень затяжной юз,Более не активно ДС 43406 Очень затяжной юз
43407,M,yellow,"Скорость БЛОК, в распоряжении нет датчиков БУТ","Поступило ДС 43407 Скорость БЛОК, в распоряжении нет датчиков БУТ","Более не активно ДС 43407 Скорость БЛОК, в распоряжении нет датчиков БУТ"
43408,I,yellow,Только часть значений диаметров колеса компенсирована.,Поступило ДС 43408 Только часть значений диаметров колеса компенсирована.,Более не активно ДС 43408 Только часть значений диаметров колеса компенсирована.
43409,I,yellow,Накатывание роликами - диаметры колес скомпенсированы,Поступило ДС 43409 Накатывание роликами - диаметры колес скомпенсированы,Более не активно ДС 43409 Накатывание роликами - диаметры колес скомпенсированы
43410,I,yellow,Сильный (-ое) юз/буксование,Поступило ДС 43410 Сильный (-ое) юз/буксование,Более не активно ДС 43410 Сильный (-ое) юз/буксование
43411,D,ignore,Канал частоты вращения BSG3_AX1  (ось  5) заблокирован,Поступило ДС 43411 Канал частоты вращения BSG3_AX1  (ось  5) заблокирован,Более не активно ДС 43411 Канал частоты вращения BSG3_AX1  (ось  5) заблокирован
43412,D,ignore,Канал частоты вращения BSG3_AX3  (ось  7) заблокирован,Поступило ДС 43412 Канал частоты вращения BSG3_AX3  (ось  7) заблокирован,Более не активно ДС 43412 Канал частоты вращения BSG3_AX3  (ось  7) заблокирован
